grade,lesson,title,lemma,pos,sid,definition
4上,7,迷信,的,DE,07023408,列舉相類似的事物。
4上,12,第十二課 尋找失物,的,DE,07023408,列舉相類似的事物。
4上,12,第十二課 尋找失物,的,DE,07023408,列舉相類似的事物。
4上,14,發明電話的故事,的,DE,07023408,列舉相類似的事物。
4上,14,發明電話的故事,的,DE,07023408,列舉相類似的事物。
4上,14,發明電話的故事,的,DE,07023408,列舉相類似的事物。
4上,14,發明電話的故事,的,DE,07023408,列舉相類似的事物。
4上,14,發明電話的故事,的,DE,07023408,列舉相類似的事物。
4上,14,發明電話的故事,的,DE,07023408,列舉相類似的事物。
4上,14,發明電話的故事,的,DE,07023408,列舉相類似的事物。
4上,14,發明電話的故事,的,DE,07023408,列舉相類似的事物。
4上,1,黃狗有了新家,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,1,黃狗有了新家,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,2,畫一張大表格,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,4,回家商量──短劇,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,8,大峽谷的回憶──日記,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,8,大峽谷的回憶──日記,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,9,藏身高手,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,9,藏身高手,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,9,藏身高手,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,9,藏身高手,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,11,因材施教的孔子,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,11,因材施教的孔子,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,11,因材施教的孔子,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,11,因材施教的孔子,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,11,因材施教的孔子,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,11,因材施教的孔子,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,11,因材施教的孔子,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,11,因材施教的孔子,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,12,馬偕在臺灣,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,12,馬偕在臺灣,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,12,馬偕在臺灣,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,12,馬偕在臺灣,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,12,馬偕在臺灣,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,13,科學家與同情心,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,13,科學家與同情心,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,13,科學家與同情心,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,13,科學家與同情心,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,14,茶之鄉,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,14,茶之鄉,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,14,茶之鄉,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,14,茶之鄉,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,15,參觀故宮博物院,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,15,參觀故宮博物院,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,15,參觀故宮博物院,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,15,參觀故宮博物院,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,19,有趣的中國字,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,19,有趣的中國字,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,19,有趣的中國字,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,2,蘇東坡替人畫扇子,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,17,神箭手,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,17,神箭手,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,7,迷信,的,DE,07023401,表一般的修飾關係，用於修飾語和中心語間。
4上,1,黃狗有了新家,的,DE,09002801,表以前述動作的狀態。
4上,1,黃狗有了新家,的,DE,09002801,表以前述動作的狀態。
4上,1,黃狗有了新家,的,DE,09002801,表以前述動作的狀態。
4上,1,黃狗有了新家,的,DE,09002801,表以前述動作的狀態。
4上,2,畫一張大表格,的,DE,09002801,表以前述動作的狀態。
4上,4,回家商量──短劇,的,DE,09002801,表以前述動作的狀態。
4上,4,回家商量──短劇,的,DE,09002801,表以前述動作的狀態。
4上,8,大峽谷的回憶──日記,的,DE,09002801,表以前述動作的狀態。
4上,8,大峽谷的回憶──日記,的,DE,09002801,表以前述動作的狀態。
4上,8,大峽谷的回憶──日記,的,DE,09002801,表以前述動作的狀態。
4上,8,大峽谷的回憶──日記,的,DE,09002801,表以前述動作的狀態。
4上,8,大峽谷的回憶──日記,的,DE,09002801,表以前述動作的狀態。
4上,8,大峽谷的回憶──日記,的,DE,09002801,表以前述動作的狀態。
4上,9,藏身高手,的,DE,09002801,表以前述動作的狀態。
4上,9,藏身高手,的,DE,09002801,表以前述動作的狀態。
4上,9,藏身高手,的,DE,09002801,表以前述動作的狀態。
4上,11,因材施教的孔子,的,DE,09002801,表以前述動作的狀態。
4上,11,因材施教的孔子,的,DE,09002801,表以前述動作的狀態。
4上,11,因材施教的孔子,的,DE,09002801,表以前述動作的狀態。
4上,11,因材施教的孔子,的,DE,09002801,表以前述動作的狀態。
4上,12,馬偕在臺灣,的,DE,09002801,表以前述動作的狀態。
4上,12,馬偕在臺灣,的,DE,09002801,表以前述動作的狀態。
4上,12,馬偕在臺灣,的,DE,09002801,表以前述動作的狀態。
4上,12,馬偕在臺灣,的,DE,09002801,表以前述動作的狀態。
4上,12,馬偕在臺灣,的,DE,09002801,表以前述動作的狀態。
4上,12,馬偕在臺灣,的,DE,09002801,表以前述動作的狀態。
4上,13,科學家與同情心,的,DE,09002801,表以前述動作的狀態。
4上,13,科學家與同情心,的,DE,09002801,表以前述動作的狀態。
4上,13,科學家與同情心,的,DE,09002801,表以前述動作的狀態。
4上,13,科學家與同情心,的,DE,09002801,表以前述動作的狀態。
4上,13,科學家與同情心,的,DE,09002801,表以前述動作的狀態。
4上,13,科學家與同情心,的,DE,09002801,表以前述動作的狀態。
4上,14,茶之鄉,的,DE,09002801,表以前述動作的狀態。
4上,14,茶之鄉,的,DE,09002801,表以前述動作的狀態。
4上,14,茶之鄉,的,DE,09002801,表以前述動作的狀態。
4上,14,茶之鄉,的,DE,09002801,表以前述動作的狀態。
4上,15,參觀故宮博物院,的,DE,09002801,表以前述動作的狀態。
4上,18,葉子哪兒去了,的,DE,09002801,表以前述動作的狀態。
4上,18,葉子哪兒去了,的,DE,09002801,表以前述動作的狀態。
4上,18,葉子哪兒去了,的,DE,09002801,表以前述動作的狀態。
4上,18,葉子哪兒去了,的,DE,09002801,表以前述動作的狀態。
4上,18,葉子哪兒去了,的,DE,09002801,表以前述動作的狀態。
4上,18,葉子哪兒去了,的,DE,09002801,表以前述動作的狀態。
4上,19,有趣的中國字,的,DE,09002801,表以前述動作的狀態。
4上,17,神箭手,的,DE,09002801,表以前述動作的狀態。
4上,14,發明電話的故事,的,DE,09002801,表以前述動作的狀態。
4上,14,發明電話的故事,的,DE,09002801,表以前述動作的狀態。
4上,8,大峽谷的回憶──日記,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,11,因材施教的孔子,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,11,因材施教的孔子,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,11,因材施教的孔子,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,11,因材施教的孔子,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,11,因材施教的孔子,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,11,因材施教的孔子,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,11,因材施教的孔子,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,11,因材施教的孔子,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,12,馬偕在臺灣,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,12,馬偕在臺灣,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,12,馬偕在臺灣,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,12,馬偕在臺灣,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,12,馬偕在臺灣,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,13,科學家與同情心,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,13,科學家與同情心,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,13,科學家與同情心,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,13,科學家與同情心,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,13,科學家與同情心,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,13,科學家與同情心,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,13,科學家與同情心,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,13,科學家與同情心,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,13,科學家與同情心,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,15,參觀故宮博物院,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,19,有趣的中國字,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,2,蘇東坡替人畫扇子,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,22,民族英雄鄭成功,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,22,民族英雄鄭成功,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,22,民族英雄鄭成功,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,22,民族英雄鄭成功,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,22,民族英雄鄭成功,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,17,神箭手,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,17,神箭手,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,14,發明電話的故事,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,14,發明電話的故事,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,14,發明電話的故事,的,DE,07023403,表使謂語具名詞性，用於主語和謂語間。
4上,4,回家商量──短劇,的,DE,07023404,表前述對象是離合動賓動詞的賓語。
4上,1,黃狗有了新家,的,DE,07023406,表在前述情況下。
4上,2,畫一張大表格,的,DE,07023406,表在前述情況下。
4上,4,回家商量──短劇,的,T,07023406,表在前述情況下。
4上,9,藏身高手,的,DE,07023406,表在前述情況下。
4上,9,藏身高手,的,DE,07023406,表在前述情況下。
4上,12,馬偕在臺灣,的,DE,07023406,表在前述情況下。
4上,13,科學家與同情心,的,DE,07023406,表在前述情況下。
4上,15,參觀故宮博物院,的,DE,07023406,表在前述情況下。
4上,15,參觀故宮博物院,的,DE,07023406,表在前述情況下。
4上,2,蘇東坡替人畫扇子,的,DE,07023406,表在前述情況下。
4上,2,蘇東坡替人畫扇子,的,DE,07023406,表在前述情況下。
4上,2,蘇東坡替人畫扇子,的,DE,07023406,表在前述情況下。
4上,22,民族英雄鄭成功,的,DE,07023406,表在前述情況下。
4上,17,神箭手,的,DE,07023406,表在前述情況下。
4上,7,迷信,的,DE,07023406,表在前述情況下。
4上,7,迷信,的,DE,07023406,表在前述情況下。
4上,7,迷信,的,DE,07023406,表在前述情況下。
4上,14,發明電話的故事,的,DE,07023406,表在前述情況下。
4上,14,發明電話的故事,的,DE,07023406,表在前述情況下。
4上,12,馬偕在臺灣,的,DE,09003002,表對推論的肯定。
4上,2,畫一張大表格,的,DE,07023407,表肯定或加強的語氣。
4上,8,大峽谷的回憶──日記,的,DE,07023407,表肯定或加強的語氣。
4上,9,藏身高手,的,DE,07023407,表肯定或加強的語氣。
4上,9,藏身高手,的,DE,07023407,表肯定或加強的語氣。
4上,11,因材施教的孔子,的,T,07023407,表肯定或加強的語氣。
4上,11,因材施教的孔子,的,DE,07023407,表肯定或加強的語氣。
4上,11,因材施教的孔子,的,DE,07023407,表肯定或加強的語氣。
4上,13,科學家與同情心,的,DE,07023407,表肯定或加強的語氣。
4上,13,科學家與同情心,的,DE,07023407,表肯定或加強的語氣。
4上,15,參觀故宮博物院,的,DE,07023407,表肯定或加強的語氣。
4上,15,參觀故宮博物院,的,T,07023407,表肯定或加強的語氣。
4上,18,葉子哪兒去了,的,DE,07023407,表肯定或加強的語氣。
4上,22,民族英雄鄭成功,的,DE,07023407,表肯定或加強的語氣。
4上,22,民族英雄鄭成功,的,T,07023407,表肯定或加強的語氣。
4上,17,神箭手,的,T,07023407,表肯定或加強的語氣。
4上,17,神箭手,的,T,07023407,表肯定或加強的語氣。
4上,7,迷信,的,T,07023407,表肯定或加強的語氣。
4上,7,迷信,的,DE,07023407,表肯定或加強的語氣。
4上,12,第十二課 尋找失物,的,T,07023407,表肯定或加強的語氣。
4上,14,發明電話的故事,的,T,07023407,表肯定或加強的語氣。
4上,1,黃狗有了新家,的,DE,07023402,表領屬關係，用於修飾語和中心語間。
4上,1,黃狗有了新家,的,DE,07023402,表領屬關係，用於修飾語和中心語間。
4上,2,畫一張大表格,的,DE,07023402,表領屬關係，用於修飾語和中心語間。
